applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,education_level,naics_title,annual_income_usd,processing_time_days
A-15294-30738,26-10-2015,16-05-2016,Certified,TURKEY,TX,Instructional Coordinator-Computer,Master's,Master's,,45000,203
A-16159-18517,11-09-2016,18-11-2016,Certified,INDIA,CA,Senior Mobile Engineer,Bachelor's,Bachelor's,,"1,40,000.00",68
A-16153-16773,07-06-2016,02-09-2016,Certified,INDIA,NJ,Software QA Engineer,Bachelor's,Bachelor's,,125000,87
A-14164-78269,15-07-2014,08-12-2014,Certified-Expired,INDIA,WASHINGTON,Software Development Engineer II,Master's,Master's,Electronic Shopping,"87,547.00",146
A-15114-70193,27-04-2015,16-10-2015,Certified-Expired,INDIA,IL,Lead Consultant,Master's,Bachelor's,,105000,172
A-14246-03345,05-09-2014,30-01-2015,Certified-Expired,INDIA,GEORGIA,IT Systems Analyst,Master's,Doctorate,Custom Computer Programming Services,"86,882.00",147
A-16237-45959,30-08-2016,10-11-2016,Certified,INDIA,IL,Systems Analyst,Bachelor's,Master's,,"86,070.00",72
A-14149-73230,29-05-2014,06-10-2014,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Master's,Custom Computer Programming Services,"1,16,605.00",130
A-13340-22449,09-12-2013,26-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",472
A-16118-02650,29-04-2016,26-07-2016,Certified,MEXICO,TX,Senior Lecturer-Director of Special Programs,Master's,Master's,,55373,88
A-14265-09000,22-09-2014,12-02-2015,Certified-Expired,NEW ZEALAND,CALIFORNIA,Process Engineer,Master's,Master's,"Research and Development in the Physical, Engineering, and Life Sciences","92,340.00",143
A-15271-22368,02-10-2015,11-03-2016,Certified-Expired,INDIA,IN,Product Validation - Technical Advisor,Master's,Bachelor's,,100500,161
A-16007-58410,24-03-2016,20-06-2016,Denied,INDIA,NJ,QA Compliance (Tracking & Trending),Master's,Master's,,61693,88
A-16138-10898,21-07-2016,30-09-2016,Certified,INDIA,TX,Technology Lead - U.S. (Open Systems),Bachelor's,Bachelor's,,81952,71
A-15191-96969,10-07-2015,06-01-2016,Certified-Expired,IRAN,SC,Commercial Cleaner,,,,8.09,180
A-16179-26425,07-07-2016,04-10-2016,Certified,SOUTH KOREA,WA,Technical Project Manager,Bachelor's,Bachelor's,,"1,04,520.00",89
A-16137-10631,17-05-2016,17-08-2016,Certified,INDIA,CA,Technical Consultant,Bachelor's,Master's,,88000,92
A-15044-50756,13-02-2015,01-09-2015,Certified,CHINA,MASSACHUSETTS,"Manager, Advertising Analytics",Master's,Master's,Advertising Agencies,"2,019.23",200
A-15147-80317,28-05-2015,10-03-2016,Certified-Expired,INDIA,CA,Speech Language Pathologist,Master's,Master's,,78187,287
A-15267-21276,28-10-2015,09-03-2016,Certified-Expired,AUSTRALIA,IN,Professor,Doctorate,Doctorate,,107000,133
A-16306-67137,24-10-2016,23-12-2016,Certified,SOUTH KOREA,PA,SALES WORKER,,,,"21,778.00",60
A-16130-07259,18-08-2016,01-11-2016,Certified,INDIA,WA,Software Engineer,Bachelor's,Bachelor's,,"1,28,875.00",75
A-15103-66154,13-04-2015,28-10-2015,Certified-Expired,AZERBAIJAN,VA,Software Developer,Bachelor's,Master's,,110400,198
A-15251-15532,29-09-2015,03-05-2016,Certified,INDIA,CA,"Software Development Engineer, Systems",Bachelor's,Bachelor's,,115304,217
A-14345-33349,18-02-2015,31-08-2015,Certified,BRAZIL,GEORGIA,U.S. Operations and Logistics Analyst,Master's,Master's,Other Activities Related to Credit Intermediation,"1,00,925.00",194
A-15175-90948,17-07-2015,11-01-2016,Certified-Expired,RUSSIA,WA,Software Engineer II - Modern Apps or Other,Master's,Master's,,114000,178
A-14349-34742,28-01-2015,20-08-2015,Certified,INDIA,CALIFORNIA,Software Engineer,Master's,Master's,Software Publishers,"1,30,000.00",204
A-15315-38049,11-11-2015,30-06-2016,Certified,SOUTH KOREA,NJ,Billing Clerk,High School,Bachelor's,,29037,232
A-15070-57733,27-04-2015,23-10-2015,Certified-Expired,INDIA,CA,Technical Lead,Master's,Master's,,132288,179
A-15055-53677,30-03-2015,21-09-2015,Certified,INDIA,NEW JERSEY,Performance Improvement (PI) – IT Transformation Manager,Bachelor's,Master's,Offices of Certified Public Accountants,"1,33,320.00",175
A-14304-21421,20-08-2015,26-01-2016,Certified-Expired,INDIA,CO,RF Engineer,Master's,Master's,,88005,159
A-15012-41592,23-01-2015,11-08-2015,Certified,INDIA,NEW JERSEY,Programmer Analyst,Master's,Master's,Other Computer Related Services,"77,210.00",200
A-14259-07590,23-09-2014,26-02-2015,Certified-Expired,CANADA,CALIFORNIA,Business Systems Analyst,Bachelor's,Other,Web Search Portals,"1,18,000.00",156
A-16116-01491,25-04-2016,20-07-2016,Certified,INDIA,NJ,Software Developer,Bachelor's,Bachelor's,,124000,86
A-14288-15889,16-10-2014,16-04-2015,Certified,SOUTH KOREA,NEW JERSEY,Nail Salon Manager,,,Nail Salons,"44,699.00",182
A-16221-40295,10-08-2016,09-11-2016,Certified,THAILAND,VA,Dining Room Supervisor,,,,"45,011.00",91
A-15181-93339,25-11-2015,28-03-2016,Certified-Expired,VENEZUELA,IL,Clinical Assistant Professor,Other,Other,,102000,124
A-16148-15424,27-05-2016,28-07-2016,Certified,SWITZERLAND,MA,Assistant Professor,Doctorate,Doctorate,,100100,62
A-14282-14342,14-10-2014,09-03-2015,Certified-Expired,INDIA,TENNESSEE,Sr. Application Engineer,Bachelor's,Bachelor's,Management of Companies and Enterprises,"93,080.00",146
A-14303-21057,06-01-2015,30-07-2015,Certified,INDIA,TENNESSEE,Transportation,Bachelor's,Master's,Engineering Services,"95,410.00",205
A-16072-83654,15-04-2016,11-07-2016,Certified,INDIA,IA,Software Developers III,Master's,Master's,,95205,87
A-14314-24073,25-11-2014,10-06-2015,Certified,INDIA,GEORGIA,Programmer Analyst,Bachelor's,Bachelor's,Computer Facilities Management Services,"1,04,437.00",197
A-16138-10996,03-06-2016,26-08-2016,Certified,CANADA,IN,Quality Manager,Bachelor's,Bachelor's,,96138,84
A-14080-54729,21-03-2014,14-07-2015,Denied,SOUTH KOREA,GEORGIA,Poultry Processing Worker,,High School,Poultry Processing,9.7,480
A-14154-74503,03-06-2014,17-09-2015,Certified,PAKISTAN,CALIFORNIA,programmer analyst,Bachelor's,Master's,Custom Computer Programming Services,"66,394.00",471
A-14161-76643,11-06-2014,20-11-2014,Certified-Expired,INDIA,NEW JERSEY,Sr. Computer Programmer Analyst,Master's,Bachelor's,Custom Computer Programming Services,"90,459.00",162
A-14302-20605,26-05-2015,19-11-2015,Certified-Expired,INDIA,IL,Developer III (ETL),Bachelor's,Bachelor's,,100000,177
A-15005-39333,06-01-2015,10-08-2015,Certified,SOUTH KOREA,ILLINOIS,Children Ministry Pastor,Master's,Master's,Religious Organizations,"21,757.00",216
A-13177-75510,28-06-2013,14-01-2015,Certified-Expired,MEXICO,TENNESSEE,Material Handler Manager,High School,High School,Recyclable Material Merchant Wholesalers,"52,354.00",565
A-14259-07368,29-08-2014,20-10-2015,Certified-Expired,BURMA (MYANMAR),NY,"PRODUCT MANAGER, ANALYTICS PLATFORM",Bachelor's,Bachelor's,,104291,417
A-14272-11197,29-09-2014,23-02-2015,Certified-Expired,NEPAL,MASSACHUSETTS,Senior Software Engineer,Master's,Master's,Other Financial Investment Activities,"1,05,560.00",147
A-16235-45120,31-08-2016,19-10-2016,Certified,INDIA,NY,Senior Web Infrastructure Specialist,Bachelor's,Master's,,"1,07,500.00",49
A-13206-83011,30-07-2013,24-02-2015,Certified-Expired,INDIA,NEW JERSEY,Programmer Analyst,Master's,Master's,Other Computer Related Services,"76,000.00",574
A-16118-02913,08-06-2016,07-09-2016,Certified,CHINA,CA,Software Engineer,Bachelor's,Master's,,123000,91
A-14134-69284,15-05-2014,21-08-2015,Denied,SOUTH KOREA,CALIFORNIA,RESTAURANT MANAGER,,,Full-Service Restaurants,"55,952.00",463
A-14316-24963,12-12-2014,10-07-2015,Certified,INDIA,FLORIDA,Sr. Programmer Analyst,Master's,Master's,Custom Computer Programming Services,"85,010.00",210
A-13022-33302,30-01-2013,07-01-2015,Certified-Expired,INDIA,TEXAS,Technical Solution Architect,Master's,Master's,Custom Computer Programming Services,"71,000.00",707
A-15344-49432,15-12-2015,27-04-2016,Certified,INDIA,CA,Graphics Software Engineer,Master's,Master's,,82098,134
A-16008-58995,19-01-2016,06-05-2016,Certified,CHINA,CA,Software Engineer,Master's,Master's,,99939,108
A-16027-66100,27-01-2016,12-05-2016,Certified,INDIA,NJ,Sr. Technical Architect,Master's,Master's,,103626,106
A-16011-59379,12-01-2016,20-09-2016,Certified,INDIA,NY,CLINICAL RESEARCH ASSOCIATE,Master's,Master's,,116230,252
A-14284-15021,13-10-2014,21-08-2015,Denied,SOUTH KOREA,OHIO,Associate Dentist,Doctorate,Doctorate,Offices of Dentists,"1,39,443.00",312
A-15245-14001,22-09-2015,19-02-2016,Certified-Expired,PAKISTAN,TX,SHIFT MANAGER,,Associate's,,53000,150
A-15351-52261,17-12-2015,27-07-2016,Denied,VIETNAM,GA,Poultry cutter and trimmer,,High School,,10.53,223
A-16230-43566,07-09-2016,23-11-2016,Certified,CHINA,CA,Digital Design Engineer,Master's,Master's,,"89,200.00",77
A-16160-19351,28-06-2016,29-06-2016,Withdrawn,PERU,NC,Spanish Immersion Montessori Classroom Teacher,Master's,Bachelor's,,50230,1
A-13217-85844,07-08-2013,03-04-2015,Certified-Expired,INDIA,TEXAS,"Software Engineer, Applications (TSI) I",Bachelor's,Bachelor's,Custom Computer Programming Services,"81,016.00",604
A-14253-05506,17-09-2014,09-02-2015,Certified-Expired,CHINA,NEW JERSEY,Planning/Replenishment Analyst,Master's,Master's,Apparel Accessories and Other Apparel Manufacturing,"1,07,328.00",145
A-16217-39276,19-08-2016,21-10-2016,Certified,INDIA,CA,Software Engineer,Master's,Master's,,"92,830.00",63
A-14199-90172,18-07-2014,18-12-2014,Certified-Expired,TURKEY,NEW JERSEY,AVP Maritime Finance Portfolio,Bachelor's,Master's,Commercial Banking,"1,04,520.00",153
A-14258-06825,30-09-2014,09-11-2015,Certified-Expired,COLOMBIA,FL,Operations Director,,,,114858,405
A-14160-76060,18-06-2014,12-12-2014,Certified-Expired,INDIA,LOUISIANA,Oracle Database Administrators,Bachelor's,Bachelor's,Custom Computer Programming Services,"80,000.00",177
A-15093-63800,06-05-2015,19-11-2015,Certified-Expired,INDIA,MA,Senior Database Analyst/Developer,Bachelor's,Bachelor's,,122450,197
A-16048-73898,17-02-2016,10-06-2016,Certified,INDIA,IL,Lead Consultant,Master's,Bachelor's,,87027,114
A-16095-92631,07-04-2016,15-07-2016,Certified,INDIA,WA,Senior Salesforce Developer,Bachelor's,Bachelor's,,138000,99
A-14125-66092,05-05-2014,17-10-2014,Certified-Expired,INDIA,OHIO,"Senior Analyst, ABAP & Workflow",Bachelor's,Other,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,"94,000.00",165
A-13331-19671,27-11-2013,15-05-2015,Certified,CHINA,SOUTH CAROLINA,Janitor,,High School,Janitorial Services,8.1,534
A-16013-60449,07-04-2016,08-07-2016,Certified,INDIA,AL,Hospitalist Physician,Other,Other,,110,92
A-14248-04365,10-11-2014,11-11-2014,Withdrawn,SOUTH KOREA,CALIFORNIA,NETWORK SYSTEMS & DATABASE ADMINISTRATOR,Master's,Bachelor's,Religious Organizations,"1,03,314.00",1
A-14183-84726,02-07-2014,13-04-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",285
A-16120-03831,05-05-2016,13-12-2016,Certified,CHINA,CA,Software Engineer,Master's,Master's,,"1,20,349.00",222
A-13002-26728,04-02-2013,10-03-2015,Denied,TAIWAN,CALIFORNIA,Software Engineer,Master's,Master's,Semiconductor and Other Electronic Component Manufacturing,"76,253.00",764
A-14156-75191,05-06-2014,11-09-2015,Certified,MEXICO,TEXAS,Elementary Bilingual Teacher,Bachelor's,Bachelor's,Elementary and Secondary Schools,"46,280.00",463
A-16193-31039,14-07-2016,06-10-2016,Certified,INDIA,TX,TIER 1 PRODUCTION SUPPORT,Master's,Master's,,"86,216.00",84
A-14303-20879,13-11-2014,30-04-2015,Certified,INDIA,NEW JERSEY,Business Systems Analyst,Bachelor's,Master's,Custom Computer Programming Services,"76,378.00",168
A-15343-48236,15-12-2015,04-05-2016,Certified,SOUTH KOREA,PA,Assistant Professor,Doctorate,Doctorate,,103122,141
A-15344-49076,22-12-2015,03-05-2016,Certified,INDIA,NH,Senior Development Engineer,Master's,Doctorate,,92000,133
A-16263-53918,18-10-2016,08-12-2016,Certified,INDIA,KY,Distributed Programmer/Analyst II,Bachelor's,Master's,,"87,500.00",51
A-15024-45233,24-02-2015,08-09-2015,Certified,CANADA,WASHINGTON,Software Development Engineer II,Bachelor's,Bachelor's,Electronic Shopping,"81,432.00",196
A-14343-32180,20-03-2015,30-09-2015,Certified,CANADA,NEW YORK,Associate-Intermediate/VP,Bachelor's,Bachelor's,Investment Banking and Securities Dealing,"1,62,600.00",194
A-15245-14034,07-10-2015,10-03-2016,Certified-Expired,INDIA,IL,Telephony Engineer-Genesys (Infrastructure Engineer I),Bachelor's,Bachelor's,,102400,155
A-14245-03181,25-09-2014,19-02-2015,Certified-Expired,INDIA,KANSAS,Software Architect,Master's,Master's,Other Computer Related Services,"90,168.00",147
A-15231-09797,19-08-2015,02-12-2015,Denied,COLOMBIA,TX,Photographer,Associate's,Associate's,,7.25,105
A-16265-54932,04-10-2016,09-12-2016,Certified,CHINA,CA,Software Engineer,Master's,Master's,,"1,36,573.00",66
A-13238-91261,23-09-2013,17-04-2015,Certified,INDIA,NEW JERSEY,SAP Application Developer/Functional Analyst (SD/MM),Bachelor's,Bachelor's,Motor Vehicle Supplies and New Parts Merchant Wholesalers,"1,04,458.00",571
A-16258-52376,01-10-2016,09-12-2016,Certified,INDIA,MA,Senior Systems Analyst,Bachelor's,Bachelor's,,"85,000.00",69
A-14349-34334,04-12-2014,04-09-2015,Denied,MEXICO,NEW JERSEY,FOOD BATCHMAKER,,,,"21,340.00",274
A-16134-09933,14-06-2016,09-09-2016,Certified,GERMANY,NY,Senior IT Analyst,Master's,Bachelor's,,95000,87
A-16161-19885,16-06-2016,01-09-2016,Certified,UZBEKISTAN,GA,ASSISTANT PROFESSOR OF CHEMISTRY,Doctorate,Doctorate,,54350,77
A-16165-20851,29-07-2016,20-09-2016,Withdrawn,INDIA,CA,Product Manager,Bachelor's,Bachelor's,,130000,53
A-16042-72036,10-08-2016,17-08-2016,Certified,INDIA,MI,Software Developer / Analyst,Master's,Master's,,65811,7
A-15331-44037,27-11-2015,06-04-2016,Certified,VIETNAM,GA,Poultry Processing Worker,,High School,,9.5,131
A-15342-47992,30-12-2015,29-04-2016,Certified,INDIA,PA,Programmer Analyst- III,Bachelor's,Bachelor's,,93766,121
A-15076-59383,24-03-2015,28-09-2015,Certified,INDIA,CALIFORNIA,Lead ASIC Physical Design Engineer,Bachelor's,Bachelor's,Engineering Services,"1,45,392.00",188
A-15167-87501,16-07-2015,12-01-2016,Certified-Expired,INDIA,CA,Engineering Manager,Master's,Master's,,164403,180
A-15114-70256,28-04-2015,04-11-2015,Certified-Expired,INDIA,IL,Lead Consultant,Master's,Master's,,84906,190
A-15080-60656,01-05-2015,18-11-2015,Certified-Expired,INDIA,IN,PVE Test Engineer,Master's,Master's,,66269,201
A-14192-87281,12-07-2014,03-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",265
A-15132-75435,21-05-2015,11-12-2015,Certified-Expired,INDIA,NJ,Computer Programmer,Bachelor's,Bachelor's,,77210,204
A-15159-83938,11-06-2015,11-12-2015,Certified-Expired,PERU,NY,Merchandise Marketing Analyst,Bachelor's,Bachelor's,,75400,183
A-14342-31828,19-01-2015,19-01-2015,Withdrawn,INDIA,TEXAS,Software Engineer,Bachelor's,Bachelor's,Custom Computer Programming Services,"95,077.00",0
A-15133-75977,28-05-2015,15-12-2015,Certified-Expired,LEBANON,PA,Obstetrician/Gynecologist,Other,Doctorate,,240000,201
A-13309-10862,15-11-2013,02-06-2015,Certified,INDIA,NEW JERSEY,Middleware/Network Administrator,,Bachelor's,Custom Computer Programming Services,"1,06,600.00",564
A-15343-48254,22-01-2016,10-05-2016,Certified,INDIA,CA,Software Engineer 2,Master's,Master's,,76294,109
A-16124-05127,03-05-2016,28-07-2016,Certified,INDIA,PA,Project Electrical Engineer - Embedded,Bachelor's,Bachelor's,,94800,86
A-15338-46611,15-12-2015,25-04-2016,Certified,INDIA,IL,Manager,Master's,Bachelor's,,125445,132
A-15287-28198,14-10-2015,24-03-2016,Certified-Expired,UKRAINE,OH,Senior Developer,Master's,Master's,,97614,162
A-14221-96800,26-08-2014,21-01-2015,Certified-Expired,INDIA,ILLINOIS,Software Engineer/Java,Master's,Master's,Custom Computer Programming Services,"76,357.00",148
A-16015-61624,15-01-2016,24-02-2016,Withdrawn,SOUTH KOREA,AR,Poultry Processing Worker,,,,21840,40
A-15287-28451,14-10-2015,24-03-2016,Certified-Expired,CHINA,NY,Marketing Specialist,Bachelor's,Master's,,45906,162
A-15229-09263,26-10-2015,24-03-2016,Certified-Expired,CANADA,TX,Director-Business Development/Sales Strategy,Master's,Master's,,107120,150
A-14125-66259,17-06-2014,12-11-2014,Certified-Expired,THAILAND,COLORADO,Assistant Professor of Neurology,Other,Other,"Colleges, Universities, and Professional Schools","1,50,380.00",148
A-14234-00713,28-08-2014,26-01-2015,Certified-Expired,CHINA,CALIFORNIA,Editor,Master's,Master's,Television Broadcasting,"52,624.00",151
A-15149-81247,01-06-2015,08-12-2015,Certified-Expired,CHINA,CA,Sr. Software Development Engineer,Doctorate,Doctorate,,126000,190
A-16141-12915,08-06-2016,21-09-2016,Certified,INDIA,CA,Software Engineer,Bachelor's,Master's,,123000,105
A-16230-43379,19-08-2016,03-11-2016,Certified,INDIA,AZ,"Senior Manager, Database",Master's,Master's,,"1,15,000.00",76
A-14205-92006,28-07-2014,22-12-2014,Certified-Expired,CANADA,CALIFORNIA,Software Developer,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,08,000.00",147
A-16049-74302,02-03-2016,27-06-2016,Certified,INDIA,CA,Systems Analyst II,Bachelor's,Bachelor's,,142376,117
A-16075-84751,29-03-2016,30-06-2016,Certified,INDIA,MA,Principal Software Engineer/Developer,Bachelor's,Master's,,99095,93
A-14314-24204,10-11-2014,08-05-2015,Certified,INDIA,PENNSYLVANIA,Senior Software Developer - Java,Bachelor's,Bachelor's,Custom Computer Programming Services,"97,989.00",179
A-15156-83350,15-06-2015,17-12-2015,Certified-Expired,INDIA,NJ,Sales Professional,Bachelor's,Master's,,87922,185
A-15336-45420,09-12-2015,21-04-2016,Certified,UKRAINE,CA,Sr. Member of Technical Staff - Software Engineer,Master's,Master's,,142376,134
A-15198-99539,17-07-2015,27-01-2016,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Bachelor's,,76378,194
A-14034-38434,06-06-2014,28-10-2014,Certified-Expired,INDIA,CALIFORNIA,Product Security Engineer,Master's,Master's,Custom Computer Programming Services,"1,13,950.00",144
A-14036-39166,05-02-2014,07-07-2015,Certified,TAIWAN,CALIFORNIA,educational counselor,Master's,Master's,"Colleges, Universities, and Professional Schools","57,200.00",517
A-15306-34734,04-01-2016,20-06-2016,Withdrawn,INDIA,CA,Process Engineer,Master's,Master's,,75421,168
A-16236-45384,20-10-2016,09-12-2016,Certified,INDIA,PA,ERS Specialist Leader,Bachelor's,Bachelor's,,"2,00,928.00",50
A-16138-10805,29-06-2016,05-10-2016,Certified,INDIA,IN,Sensing System Engineer - Group Leader,Master's,Master's,,"82,100.00",98
A-10333-34718,29-11-2010,26-02-2016,Denied,INDIA,VA,Web Developer,Bachelor's,Master's,,56000,1915
A-16019-62485,25-01-2016,20-05-2016,Certified,INDIA,OH,Software Engineer,Master's,Master's,,68952,116
A-16043-72436,12-02-2016,22-09-2016,Certified,VIETNAM,SC,Commercial Cleaner,,,,8.12,223
A-14351-35373,10-04-2015,15-10-2015,Certified-Expired,INDIA,NJ,Systems Analyst,Bachelor's,Bachelor's,,110302,188
A-16048-73813,21-03-2016,29-06-2016,Certified,CHINA,IL,Cook (Chinese Style),,,,25958,100
A-16253-51099,19-09-2016,21-09-2016,Withdrawn,CHINA,WI,Assistant Professor,Doctorate,Doctorate,,95000,2
A-15180-92599,29-06-2015,09-12-2015,Certified-Expired,SOUTH KOREA,GA,PLANT LABORER,,High School,,16765,163
A-13165-71926,19-07-2013,18-02-2015,Certified-Expired,UNITED KINGDOM,ILLINOIS,Associate Consultant,Master's,Master's,Marketing Consulting Services,"1,36,282.00",579
A-15216-05261,09-09-2015,17-02-2016,Certified-Expired,INDIA,TX,Tibco Developer,Master's,Master's,,95077,161
