application_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,visa_status_frequency,nationality_frequency
2016-05-28,Certified,CHINA,TX,Combined Food Preparation and Serving Worker,Master's,Custom Computer Programming Services,93101.0,65,2016,5,28,5,1410.621212121212,4398,750
2016-02-10,Certified,COLOMBIA,PR,INSTRUCTOR - NURSE ANESTHESIA PROGRAM,Master's,Custom Computer Programming Services,73440.0,107,2016,2,10,2,680.0,4398,49
2016-05-13,Certified,INDIA,CA,R&D Engineer Firmware,Master's,Custom Computer Programming Services,93475.0,75,2016,5,13,4,1229.9342105263158,4398,4703
2015-07-30,Certified-Expired,CHINA,WA,"Software Engineer - OSG, PC, Tablet and Phone or Other",Master's,Custom Computer Programming Services,102000.0,176,2015,7,30,3,576.271186440678,3341,750
2015-11-12,Certified,INDIA,CA,Senior Software Engineers,Master's,Custom Computer Programming Services,108763.0,148,2015,11,12,3,729.9530201342282,4398,4703
2015-04-07,Withdrawn,INDIA,NEW JERSEY,Computer Systems Administrator,Master's,Computer Systems Design and Related Services,91460.0,176,2015,4,7,1,516.723163841808,361,4703
2015-06-03,Certified-Expired,ECUADOR,SC,District Sales Team Lead,Bachelor's,Custom Computer Programming Services,113402.0,168,2015,6,3,2,671.0177514792899,3341,15
2016-08-31,Certified,INDIA,NJ,SOFTWARE ENGINEER,Bachelor's,Custom Computer Programming Services,123490.0,49,2016,8,31,2,2469.8,4398,4703
2014-12-19,Certified,INDIA,PENNSYLVANIA,Programmer Analyst  - IBM Mainframe,Bachelor's,Custom Computer Programming Services,84906.0,215,2014,12,19,4,393.0833333333333,4398,4703
2014-04-25,Denied,CHINA,CALIFORNIA,Financial Analysts,Master's,Business Support Services,83595.0,207,2014,4,25,4,401.89903846153845,225,750
2014-12-02,Certified,INDIA,NEW YORK,Member Technical Staff,Master's,Other Telecommunications,87000.0,199,2014,12,2,1,435.0,4398,4703
2014-06-11,Certified-Expired,CANADA,NORTH CAROLINA,Software User Experience Designer,Master's,Computer Systems Design and Related Services,82430.0,148,2014,6,11,2,553.2214765100671,3341,280
2016-09-30,Certified,INDIA,TX,Consultant (QA Lead),Master's,Custom Computer Programming Services,115794.0,62,2016,9,30,4,1838.0,4398,4703
2015-01-14,Certified,INDIA,NEW JERSEY,Programmer Analyst,Master's,Other Computer Related Services,93018.0,205,2015,1,14,2,451.5436893203884,4398,4703
2014-09-05,Certified-Expired,INDIA,DISTRICT OF COLUMBIA,Senior Accountant,Master's,Nail Salons,68910.0,146,2014,9,5,4,468.7755102040816,3341,4703
2015-07-31,Certified-Expired,INDIA,AR,Senior Software Engineer,Master's,Custom Computer Programming Services,130000.0,165,2015,7,31,4,783.1325301204819,3341,4703
2014-10-28,Certified,CHINA,CALIFORNIA,Senior Hardware Engineer/Test Chips,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,95930.0,220,2014,10,28,1,434.0723981900453,4398,750
2015-03-17,Certified,INDIA,MASSACHUSETTS,Senior Software Developer,Master's,Custom Computer Programming Services,113000.0,195,2015,3,17,1,576.530612244898,4398,4703
2015-07-20,Certified-Expired,INDIA,TX,Power Systems Research & Planning Engineer,Master's,Custom Computer Programming Services,80205.0,170,2015,7,20,0,469.0350877192983,3341,4703
2016-09-12,Certified,INDIA,CA,Senior Programmer Analysts,Master's,Custom Computer Programming Services,111114.0,79,2016,9,12,0,1388.925,4398,4703
2015-08-20,Certified-Expired,INDIA,VA,Senior Network Engineer,Bachelor's,Custom Computer Programming Services,112362.0,165,2015,8,20,3,676.8795180722891,3341,4703
2016-08-20,Certified,MEXICO,PA,"Product Sales Specialist, IEC Products",Bachelor's,Custom Computer Programming Services,95576.0,72,2016,8,20,5,1309.2602739726028,4398,173
2014-06-09,Certified-Expired,SOUTH KOREA,TEXAS,Director of Medical Sales Business Development,Bachelor's,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",96762.0,156,2014,6,9,0,616.3184713375796,3341,617
2015-08-05,Certified-Expired,PAKISTAN,OK,Web Developer,Bachelor's,Custom Computer Programming Services,48000.0,181,2015,8,5,2,263.7362637362637,3341,63
2015-06-08,Denied,SOUTH KOREA,VA,Ordained Pastor,Master's,Custom Computer Programming Services,27123.0,199,2015,6,8,0,135.615,225,617
2015-07-07,Certified-Expired,INDIA,MI,Software Engineer,Master's,Custom Computer Programming Services,79770.0,202,2015,7,7,1,392.95566502463055,3341,4703
2015-11-20,Certified-Expired,SOUTH KOREA,FL,Management Analyst,Bachelor's,Custom Computer Programming Services,45094.0,137,2015,11,20,4,326.768115942029,3341,617
2014-12-31,Certified,INDIA,CALIFORNIA,Sustaining Firmware Engineer,Master's,Audio and Video Equipment Manufacturing,84448.0,174,2014,12,31,2,482.56,4398,4703
2015-11-24,Certified,ITALY,CA,Industrial Mechanic,Master's,Custom Computer Programming Services,59987.0,244,2015,11,24,1,244.84489795918367,4398,51
2016-09-02,Certified,INDIA,MD,Senior Research Associates / System / Programmer Analysts,Master's,Custom Computer Programming Services,95000.0,81,2016,9,2,4,1158.5365853658536,4398,4703
2015-09-24,Certified-Expired,INDIA,CA,Senior SAP TM Consultant,Bachelor's,Custom Computer Programming Services,118061.0,154,2015,9,24,3,761.6838709677419,3341,4703
2015-03-06,Certified,INDIA,CALIFORNIA,ZMS Software Engineer,Bachelor's,Other Telecommunications,126630.0,202,2015,3,6,4,623.7931034482758,4398,4703
2014-12-01,Certified,INDIA,MASSACHUSETTS,Migration Specialist II,Master's,Custom Computer Programming Services,106000.0,211,2014,12,1,0,500.0,4398,4703
2016-03-10,Certified,CANADA,CA,Software Engineer,Master's,Custom Computer Programming Services,138362.0,112,2016,3,10,3,1224.4424778761063,4398,280
2014-07-17,Certified-Expired,INDIA,TENNESSEE,Senior Research Engineer,Master's,Surgical Appliance and Supplies Manufacturing,90272.0,148,2014,7,17,3,605.8523489932886,3341,4703
2014-06-11,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,72467.0,295,2014,6,11,2,244.82094594594597,3341,4703
2014-09-10,Certified,VENEZUELA,TEXAS,Bilingual Teacher,Bachelor's,Elementary and Secondary Schools,48001.0,215,2014,9,10,2,222.22685185185185,4398,59
2016-04-13,Certified,SOUTH KOREA,AR,Poultry Processing Worker,Master's,Custom Computer Programming Services,21840.0,93,2016,4,13,2,232.3404255319149,4398,617
2015-11-05,Certified-Expired,INDIA,PA,Senior Software Developer - .Net,Bachelor's,Custom Computer Programming Services,101712.0,152,2015,11,5,3,664.7843137254902,3341,4703
2016-09-23,Certified,NEPAL,TX,Software Engineer,Master's,Custom Computer Programming Services,101566.0,54,2016,9,23,4,1846.654545454545,4398,61
2015-03-20,Certified-Expired,PHILIPPINES,NM,Special Education Teacher,Master's,Custom Computer Programming Services,33296.0,336,2015,3,20,4,98.80118694362018,3341,118
2015-09-09,Certified-Expired,INDIA,NC,Senior UI Engineer,Bachelor's,Custom Computer Programming Services,108150.0,168,2015,9,9,2,639.9408284023668,3341,4703
2015-02-18,Certified,INDIA,CALIFORNIA,Infrastructure Engineer,Bachelor's,Computer Systems Design Services,120900.0,194,2015,2,18,2,620.0,4398,4703
2014-05-21,Certified-Expired,SOUTH KOREA,CALIFORNIA,Quality Engineer,Bachelor's,Motor Vehicle Supplies and New Parts Merchant Wholesalers,122117.0,133,2014,5,21,2,911.320895522388,3341,617
2016-05-11,Certified,CHINA,CA,Software Engineer,Bachelor's,Custom Computer Programming Services,140000.0,77,2016,5,11,2,1794.871794871795,4398,750
2014-05-16,Certified-Expired,NEPAL,NEW JERSEY,Analyst,Master's,Custom Computer Programming Services,90459.0,153,2014,5,16,4,587.3961038961039,3341,61
2016-01-14,Certified,MEXICO,WA,Software Development Engineer II,Bachelor's,Custom Computer Programming Services,101088.0,116,2016,1,14,3,864.0,4398,173
2015-10-09,Certified-Expired,INDIA,NJ,SOFTWARE DEVELOPER,Master's,Custom Computer Programming Services,83750.0,153,2015,10,9,4,543.8311688311688,3341,4703
2015-11-30,Certified,INDIA,CA,software engineer,Bachelor's,Custom Computer Programming Services,126630.0,129,2015,11,30,0,974.0769230769232,4398,4703
2015-10-20,Certified-Expired,ITALY,CA,Senior Software Engineer,Master's,Custom Computer Programming Services,140000.0,157,2015,10,20,1,886.0759493670886,3341,51
2015-12-24,Certified,INDIA,MA,Software Engineer,Associate's,Custom Computer Programming Services,87000.0,211,2015,12,24,3,410.37735849056605,4398,4703
2014-07-16,Certified-Expired,INDIA,TEXAS,Director Software Development,Master's,Custom Computer Programming Services,134734.0,153,2014,7,16,2,874.8961038961039,3341,4703
2016-08-29,Certified,SINGAPORE,CA,Data Mining Specialist,Bachelor's,Custom Computer Programming Services,105000.0,79,2016,8,29,0,1312.5,4398,18
2014-12-01,Denied,SOUTH KOREA,NEW YORK,ELECTRICIAN,Master's,Construction of Buildings,79435.0,72,2014,12,1,0,1088.150684931507,225,617
2014-08-29,Certified-Expired,CHINA,ILLINOIS,Database Project Manager - Equity Data Operations,Bachelor's,Other Financial Investment Activities,55242.0,136,2014,8,29,4,403.2262773722628,3341,750
2014-06-27,Certified-Expired,INDIA,TEXAS,SOFTWARE ENGINEER,Bachelor's,Custom Computer Programming Services,105560.0,145,2014,6,27,4,723.013698630137,3341,4703
2016-06-30,Certified,SOUTH KOREA,GA,POULTRY CUTTER AND TRIMMER,Bachelor's,Custom Computer Programming Services,93101.0,55,2016,6,30,3,1662.517857142857,4398,617
2014-07-23,Certified-Expired,INDIA,NEW JERSEY,SR. PROGRAMMER ANALYST,Master's,Custom Computer Programming Services,76000.0,145,2014,7,23,2,520.5479452054794,3341,4703
2015-12-14,Certified,CANADA,CA,Senior Signal Integrity Engineer,Bachelor's,Custom Computer Programming Services,134160.0,134,2015,12,14,0,993.7777777777778,4398,280
2015-04-21,Certified-Expired,INDIA,TX,ETL Informatica Developer II,Master's,Custom Computer Programming Services,79800.0,189,2015,4,21,1,420.0,3341,4703
2014-10-31,Certified,INDIA,CALIFORNIA,Developer,Master's,Software Publishers,90418.0,166,2014,10,31,4,541.4251497005988,4398,4703
2016-02-02,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,66144.0,121,2016,2,2,1,542.1639344262295,4398,4703
2016-07-11,Certified,INDIA,VA,Senior Consultant,Bachelor's,Custom Computer Programming Services,127379.0,94,2016,7,11,0,1340.8315789473684,4398,4703
2016-01-05,Certified,INDIA,TX,Mechanical Design Engineer,Master's,Custom Computer Programming Services,86507.0,134,2016,1,5,1,640.7925925925925,4398,4703
2016-02-04,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,66144.0,123,2016,2,4,3,533.4193548387096,4398,4703
2015-03-06,Certified,INDIA,TEXAS,Business Analyst - II,Bachelor's,Computer Systems Design Services,67475.0,196,2015,3,6,4,342.51269035532994,4398,4703
2014-05-08,Certified-Expired,INDIA,WASHINGTON,Software Development Engineer II,Master's,Electronic Shopping,87547.0,155,2014,5,8,3,561.1987179487179,3341,4703
2014-10-29,Certified-Expired,INDIA,NEW YORK,"Application Support Analyst, Sr.",Bachelor's,Commercial Banking,103000.0,142,2014,10,29,2,720.2797202797203,3341,4703
2016-09-30,Certified,INDIA,NY,Mechanical Project Engineer,Master's,Custom Computer Programming Services,69056.0,69,2016,9,30,4,986.5142857142856,4398,4703
2014-05-28,Certified-Expired,INDIA,NEW YORK,Systems Analyst,Master's,Custom Computer Programming Services,79000.0,128,2014,5,28,2,612.4031007751938,3341,4703
2015-06-22,Certified-Expired,INDIA,IL,Risk Sr Analyst,Master's,Custom Computer Programming Services,94500.0,269,2015,6,22,0,350.0,3341,4703
2014-05-13,Certified-Expired,SERBIA,NEW YORK,Software Developer,Master's,Custom Computer Programming Services,92000.0,161,2014,5,13,1,567.9012345679013,3341,9
2015-11-10,Certified,SOUTH KOREA,MA,Stone/Marble Polisher,Master's,Custom Computer Programming Services,54704.0,227,2015,11,10,1,239.9298245614035,4398,617
2016-04-19,Certified,CHINA,NJ,Senior Statistician,Master's,Custom Computer Programming Services,116688.0,92,2016,4,19,1,1254.7096774193549,4398,750
2016-06-28,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,81765.0,71,2016,6,28,1,1135.625,4398,4703
2015-07-25,Certified-Expired,SOUTH KOREA,SC,Commercial Cleaner,Master's,Custom Computer Programming Services,93101.0,195,2015,7,25,5,475.0051020408163,3341,617
2015-07-17,Certified-Expired,INDIA,IL,Senior MES Developer,Master's,Custom Computer Programming Services,113000.0,195,2015,7,17,4,576.530612244898,3341,4703
2015-04-02,Certified-Expired,UNITED KINGDOM,OR,ASSOCIATE VETERINARIAN,Other,Custom Computer Programming Services,118000.0,201,2015,4,2,3,584.1584158415842,3341,77
2014-08-04,Certified-Expired,PHILIPPINES,CALIFORNIA,ACCOUNTANT,Bachelor's,Offices of Certified Public Accountants,75525.0,158,2014,8,4,0,475.0,3341,118
2015-04-24,Certified-Expired,INDIA,CA,Systems Engineer,Master's,Custom Computer Programming Services,131269.0,196,2015,4,24,4,666.3401015228426,3341,4703
2015-01-07,Denied,INDONESIA,CALIFORNIA,Accounting and Tax Manager,Master's,Other Accounting Services,102814.0,82,2015,1,7,2,1238.7228915662652,225,19
2015-08-10,Certified-Expired,UNITED KINGDOM,NC,Reg. Sales Mgr. Prec. Optics & Optoelectr. Coating Syst. NA,Bachelor's,Custom Computer Programming Services,110450.0,177,2015,8,10,0,620.5056179775281,3341,77
2015-07-07,Certified-Expired,BRAZIL,NY,Software Architect,Other,Custom Computer Programming Services,145000.0,189,2015,7,7,1,763.1578947368421,3341,58
2015-12-22,Certified,IRAN,OK,Computer Systems Analyst,Doctorate,Custom Computer Programming Services,83616.0,133,2015,12,22,1,624.0,4398,70
2015-12-01,Denied,PHILIPPINES,NJ,Administrative Officer,Bachelor's,Custom Computer Programming Services,100339.0,268,2015,12,1,1,373.0074349442379,225,118
2015-04-29,Certified-Expired,INDIA,CA,Programmer V – SharePoint and Web Application Developer,Master's,Custom Computer Programming Services,60000.0,183,2015,4,29,2,326.0869565217391,3341,4703
2016-04-15,Certified,CHINA,CA,Member of Technical Staff - Software Engineer,Master's,Custom Computer Programming Services,120349.0,89,2016,4,15,4,1337.2111111111112,4398,750
2014-09-05,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,"Data Processing, Hosting, and Related Services",130000.0,146,2014,9,5,4,884.3537414965987,3341,4703
2015-11-16,Certified-Expired,INDIA,IL,Software Developer,Master's,Custom Computer Programming Services,87027.0,140,2015,11,16,0,617.2127659574468,3341,4703
2015-05-06,Certified-Expired,INDIA,WA,Technical Program Manager,Master's,Custom Computer Programming Services,97219.0,197,2015,5,6,2,491.0050505050505,3341,4703
2014-05-07,Certified-Expired,INDIA,NEW YORK,Business Systems Analyst,Master's,Other Computer Related Services,110000.0,166,2014,5,7,2,658.6826347305389,3341,4703
2016-03-03,Certified,INDIA,TX,Systems Engineer III,Master's,Custom Computer Programming Services,85000.0,105,2016,3,3,3,801.8867924528302,4398,4703
2015-09-03,Certified-Expired,INDIA,MN,Assistant Professor,Doctorate,Custom Computer Programming Services,162000.0,169,2015,9,3,3,952.9411764705884,3341,4703
2014-11-13,Certified,INDIA,ILLINOIS,Software Engineer,Bachelor's,Computer Systems Design and Related Services,102670.0,161,2014,11,13,3,633.7654320987655,4398,4703
2015-03-23,Certified-Expired,INDIA,MA,Senior Software Engineer,Bachelor's,Custom Computer Programming Services,116585.0,193,2015,3,23,0,600.9536082474227,3341,4703
2016-06-16,Certified,INDIA,CA,Software Engineer,Doctorate,Custom Computer Programming Services,102086.0,97,2016,6,16,3,1041.6938775510205,4398,4703
2015-06-03,Certified-Expired,INDIA,CA,Component Design Engineer,Doctorate,Custom Computer Programming Services,104770.0,187,2015,6,3,2,557.2872340425532,3341,4703
2015-05-06,Certified-Expired,INDIA,TX,Lead Data Analyst,Bachelor's,Custom Computer Programming Services,105000.0,197,2015,5,6,2,530.3030303030303,3341,4703
2015-09-28,Certified-Expired,INDIA,TX,Programmer Analyst,Master's,Custom Computer Programming Services,93586.0,155,2015,9,28,0,599.9102564102565,3341,4703
2016-08-23,Certified,PHILIPPINES,MP,Aircraft Repairman,High School,Custom Computer Programming Services,16800.0,58,2016,8,23,1,284.7457627118644,4398,118
2015-11-19,Certified,PHILIPPINES,WI,General Labor,Master's,Custom Computer Programming Services,25240.0,140,2015,11,19,3,179.00709219858155,4398,118
2015-08-12,Certified-Expired,INDIA,IA,Developer,Master's,Custom Computer Programming Services,67309.0,180,2015,8,12,2,371.8729281767956,3341,4703
2015-02-19,Certified,SOUTH KOREA,GEORGIA,"MEAT, POULTRY AND FISH CUTTER AND TRIMMERS",Bachelor's,Poultry Processing,19594.0,208,2015,2,19,3,93.7511961722488,4398,617
2016-01-30,Denied,VIETNAM,GA,Poultry cutter and trimmer,Associate's,Custom Computer Programming Services,93101.0,200,2016,1,30,5,463.18905472636817,225,83
2015-10-09,Certified-Expired,INDIA,IL,SOA Architect I,Bachelor's,Custom Computer Programming Services,111000.0,159,2015,10,9,4,693.75,3341,4703
2015-04-22,Certified-Expired,INDIA,MA,Senior Consultant,Bachelor's,Custom Computer Programming Services,100000.0,183,2015,4,22,2,543.4782608695652,3341,4703
2015-03-20,Certified,INDIA,NEW YORK,Database Administrator,Bachelor's,Computer Systems Design and Related Services,112362.0,185,2015,3,20,4,604.0967741935484,4398,4703
2014-12-19,Certified,RUSSIA,CALIFORNIA,Delivery Director,Master's,Computer Systems Design Services,164500.0,207,2014,12,19,4,790.8653846153846,4398,56
2014-11-12,Denied,MONGOLIA,VIRGINIA,MARKET RESEARCH ANALYST,Master's,Drycleaning and Laundry Services,42328.0,271,2014,11,12,2,155.61764705882354,225,5
2015-01-30,Certified,INDIA,GEORGIA,SENIOR SOFTWARE ENGINEER,Bachelor's,Custom Computer Programming Services,105000.0,203,2015,1,30,4,514.7058823529412,4398,4703
